user_id,age,preferred_min_price,preferred_max_price,preferred_categories,preferred_rating
1765,54,1990.0,2590.0,TROUSERS,4.7
1766,24,2990.0,3990.0,ACCESSORIES_JEWELLERY,3.7
1767,19,1590.0,4990.0,LOUNGEWEARNEW,4.0
1768,49,2590.0,4090.0,T-SHIRTS_SWEATSHIRTS,4.3
1769,27,790.0,3990.0,PERFUMESNEW,4.4
1770,49,2890.0,4390.0,JEANS|LOUNGEWEARNEW,4.6
1771,25,2990.0,4490.0,SHIRTS|WORKWEARNEW,4.4
1772,23,5990.0,8590.0,TOPS_BODYSUITS,4.7
1773,34,2590.0,4990.0,TOPS_BODYSUITS|CO-ORD SETS,4.4
1774,32,2290.0,4990.0,PERFUMESNEW|SKIRTS|DRESSES_JUMPSUITS,4.1
1775,33,2290.0,5990.0,SHOES,4.6
1776,46,5590.0,7590.0,SPECIAL PRICES,4.6
1777,33,3290.0,4790.0,ACCESSORIES_JEWELLERY|SKIRTS,4.3
1778,31,2290.0,4990.0,WAISTCOATS_GILETS,4.3
1779,35,2290.0,3290.0,WAISTCOATS_GILETS,4.4
1780,43,2990.0,3990.0,KNITWEAR,3.9
1781,29,3290.0,4990.0,TOPS_BODYSUITS|DRESSES_JUMPSUITS|SPECIAL PRICES,3.7
1782,29,3290.0,5990.0,WAISTCOATS_GILETS|JACKETS,4.0
1783,20,1890.0,3290.0,ACCESSORIES_JEWELLERY,4.6
1784,48,2590.0,3290.0,BLAZERS|SKIRTS|TOPS_BODYSUITS,4.1
1785,21,3290.0,4990.0,BAGS,4.2
1786,49,3290.0,4990.0,DRESSES_JUMPSUITS,3.6
1787,24,5990.0,7490.0,JEANS,4.2
1788,37,2290.0,3790.0,TROUSERS|JACKETS,4.3
1789,19,1590.0,2990.0,BLAZERS,4.6
1790,48,1890.0,3290.0,WORKWEARNEW|SPECIAL PRICES|SHORTS_SKORTS,4.3
1791,24,890.0,1990.0,KNITWEAR,3.7
1792,55,890.0,3290.0,WORKWEARNEW|KNITWEAR|LOUNGEWEARNEW,3.6
1793,34,5590.0,11990.0,JACKETS|PERFUMESNEW,4.2
1794,42,3990.0,5990.0,TROUSERS,4.2
1795,34,3990.0,4990.0,TOPS_BODYSUITS|BLAZERS,4.1
1796,24,790.0,3990.0,CO-ORD SETS|BASICS,4.0
1797,43,2990.0,4490.0,DRESSES_JUMPSUITS|WORKWEARNEW|SHIRTS,4.0
1798,20,2990.0,4990.0,BAGS,4.1
1799,48,2590.0,4990.0,SKIRTS|SPECIAL PRICES,4.1
1800,49,990.0,3290.0,SHORTS_SKORTS,4.6
1801,51,3290.0,4990.0,BLAZERS|DRESSES_JUMPSUITS,4.3
1802,29,3290.0,4790.0,PERFUMESNEW|BASICS,3.6
1803,30,3290.0,11990.0,SHOES|WAISTCOATS_GILETS,3.6
1804,42,1990.0,2590.0,ACCESSORIES_JEWELLERY,4.7
1805,48,2290.0,3290.0,DRESSES_JUMPSUITS,3.8
1806,51,1590.0,4990.0,SHIRTS|BEAUTY|PERFUMESNEW,4.3
1807,48,2990.0,3990.0,T-SHIRTS_SWEATSHIRTS|SHOES,4.6
1808,29,2990.0,4990.0,SKIRTS,3.9
1809,18,3290.0,6990.0,WAISTCOATS_GILETS,4.0
1810,53,3990.0,4990.0,BASICS|DRESSES_JUMPSUITS,3.6
1811,25,1890.0,2990.0,CO-ORD SETS,3.6
1812,52,1990.0,3490.0,CO-ORD SETS|PERFUMESNEW|TOPS_BODYSUITS,4.3
1813,37,2290.0,3290.0,TOPS_BODYSUITS|JACKETS,4.0
1814,35,2590.0,3290.0,SHORTS_SKORTS|PERFUMESNEW,4.5
1815,28,990.0,8590.0,T-SHIRTS_SWEATSHIRTS,3.8
1816,48,3290.0,5590.0,WORKWEARNEW|KNITWEAR,3.5
1817,38,2590.0,5990.0,SHIRTS,4.4
1818,48,1890.0,2990.0,LOUNGEWEARNEW|WAISTCOATS_GILETS,4.4
1819,33,490.0,1890.0,PERFUMESNEW,4.6
1820,52,1990.0,6990.0,PERFUMESNEW|SHOES,4.2
1821,47,1590.0,2990.0,WAISTCOATS_GILETS,3.7
1822,39,2290.0,5990.0,SHORTS_SKORTS|JEANS,3.8
1823,37,2990.0,5990.0,TOPS_BODYSUITS|JACKETS|LOUNGEWEARNEW,4.7
1824,53,1990.0,2990.0,ACCESSORIES_JEWELLERY,3.7
1825,31,1290.0,3990.0,BASICS|ACCESSORIES_JEWELLERY,4.7
1826,49,1890.0,3290.0,JACKETS,4.5
1827,42,790.0,3290.0,TROUSERS|SPECIAL PRICES,3.5
1828,46,1590.0,2990.0,WORKWEARNEW,3.8
1829,22,2590.0,3290.0,CO-ORD SETS,3.8
1830,29,1990.0,5990.0,SHIRTS,4.7
1831,46,2990.0,4490.0,PERFUMESNEW,4.2
1832,42,2590.0,3290.0,SHORTS_SKORTS|SKIRTS,4.5
1833,43,3990.0,4990.0,BLAZERS|T-SHIRTS_SWEATSHIRTS,4.4
1834,29,790.0,4990.0,WAISTCOATS_GILETS,3.8
1835,52,4990.0,11990.0,SHIRTS|BEAUTY|CO-ORD SETS,4.0
1836,53,3290.0,4790.0,T-SHIRTS_SWEATSHIRTS|BLAZERS,4.5
1837,37,4990.0,6490.0,KNITWEAR,3.5
1838,23,1590.0,2990.0,DRESSES_JUMPSUITS,4.2
1839,18,1890.0,4990.0,DRESSES_JUMPSUITS,4.5
1840,34,3290.0,4990.0,LOUNGEWEARNEW,4.1
1841,51,3290.0,3990.0,ACCESSORIES_JEWELLERY|PERFUMESNEW,4.0
1842,43,2590.0,4090.0,JACKETS,4.3
1843,38,2990.0,7590.0,BAGS,3.6
1844,43,3290.0,5990.0,JACKETS,4.0
1845,27,3290.0,3990.0,ACCESSORIES_JEWELLERY,3.7
1846,42,3290.0,4790.0,BLAZERS,3.6
1847,39,2590.0,4090.0,WORKWEARNEW,4.3
1848,53,2290.0,2890.0,TROUSERS,4.2
1849,31,2990.0,4490.0,SHORTS_SKORTS,3.6
1850,33,2290.0,4990.0,SHOES,4.5
1851,42,2590.0,3990.0,PERFUMESNEW|DRESSES_JUMPSUITS,3.6
1852,38,990.0,3990.0,SHOES|CO-ORD SETS,3.5
1853,20,3290.0,5990.0,PERFUMESNEW,3.9
1854,44,4990.0,5590.0,WORKWEARNEW,3.8
1855,54,790.0,3290.0,SHORTS_SKORTS|ACCESSORIES_JEWELLERY,4.7
1856,25,4990.0,6490.0,BLAZERS,3.7
1857,28,3290.0,5990.0,ACCESSORIES_JEWELLERY|SHIRTS,3.8
1858,35,2990.0,4490.0,TROUSERS|TOPS_BODYSUITS|DRESSES_JUMPSUITS,4.3
1859,31,1590.0,3090.0,TROUSERS|CO-ORD SETS,4.7
1860,45,590.0,5990.0,JEANS,4.4
1861,23,2290.0,2990.0,T-SHIRTS_SWEATSHIRTS|WORKWEARNEW,4.2
1862,22,3290.0,4790.0,TROUSERS|DRESSES_JUMPSUITS,4.4
1863,49,1590.0,2590.0,BEAUTY,4.1
1864,19,990.0,2590.0,BLAZERS,4.5
1865,24,2990.0,4490.0,BEAUTY|BLAZERS,3.6
1866,25,2990.0,4490.0,BLAZERS,3.9
1867,19,790.0,2990.0,BASICS|KNITWEAR,3.5
1868,22,3290.0,3990.0,SHOES,4.4
1869,25,1590.0,9590.0,JEANS|ACCESSORIES_JEWELLERY,3.6
1870,36,2890.0,3990.0,ACCESSORIES_JEWELLERY|WAISTCOATS_GILETS,4.4
1871,55,2990.0,4990.0,PERFUMESNEW|SHORTS_SKORTS,3.9
1872,26,3290.0,4990.0,WAISTCOATS_GILETS,4.1
1873,47,4990.0,6490.0,SPECIAL PRICES,3.8
1874,42,3290.0,4790.0,JACKETS|SKIRTS,3.5
1875,39,4990.0,6490.0,SHORTS_SKORTS|BEAUTY,4.0
1876,38,2590.0,3990.0,TOPS_BODYSUITS|SPECIAL PRICES,4.4
1877,49,4990.0,6490.0,T-SHIRTS_SWEATSHIRTS,3.7
1878,24,2590.0,4990.0,BLAZERS,4.0
1879,21,690.0,1990.0,WAISTCOATS_GILETS,3.8
1880,48,2590.0,3290.0,T-SHIRTS_SWEATSHIRTS|JEANS,4.7
1881,54,3990.0,7990.0,SHOES|BAGS,4.3
1882,35,3990.0,11990.0,SHORTS_SKORTS|BAGS,4.5
1883,54,3290.0,8590.0,DRESSES_JUMPSUITS|ACCESSORIES_JEWELLERY|BLAZERS,3.8
1884,43,990.0,2590.0,CO-ORD SETS|BASICS,3.9
1885,30,3990.0,4990.0,TROUSERS|SPECIAL PRICES,4.4
1886,40,690.0,7590.0,SHOES|JACKETS,3.7
1887,28,3290.0,4990.0,BEAUTY,3.7
1888,38,2890.0,4990.0,JEANS,3.5
1889,49,2590.0,4090.0,CO-ORD SETS|WAISTCOATS_GILETS,4.7
1890,29,2590.0,3290.0,ACCESSORIES_JEWELLERY|WORKWEARNEW,4.5
1891,32,1890.0,3390.0,BLAZERS|T-SHIRTS_SWEATSHIRTS,4.0
1892,51,1890.0,3290.0,SKIRTS|SPECIAL PRICES,4.4
1893,39,1890.0,3290.0,BEAUTY|LOUNGEWEARNEW|SKIRTS,3.6
1894,42,2590.0,3290.0,JEANS|T-SHIRTS_SWEATSHIRTS,4.4
1895,24,1590.0,2990.0,SHIRTS,3.7
1896,47,790.0,5990.0,TROUSERS,4.2
1897,55,3290.0,3990.0,BLAZERS|SHOES,4.0
1898,40,4990.0,5990.0,CO-ORD SETS,4.2
1899,54,1590.0,3290.0,DRESSES_JUMPSUITS,3.8
1900,32,4990.0,5990.0,SHIRTS,4.5
1901,21,3290.0,5990.0,ACCESSORIES_JEWELLERY|BAGS,4.0
1902,38,2590.0,4990.0,LOUNGEWEARNEW,4.5
1903,18,5990.0,8590.0,ACCESSORIES_JEWELLERY,3.9
1904,45,3990.0,4990.0,SHORTS_SKORTS|SHOES|ACCESSORIES_JEWELLERY,4.6
1905,23,3290.0,3990.0,ACCESSORIES_JEWELLERY|BASICS,3.6
1906,47,5590.0,7090.0,T-SHIRTS_SWEATSHIRTS|WORKWEARNEW,4.3
1907,22,4990.0,6490.0,CO-ORD SETS|BLAZERS,3.8
1908,24,2990.0,4490.0,WORKWEARNEW,3.7
1909,27,2290.0,4990.0,SKIRTS|BEAUTY|SPECIAL PRICES,4.0
1910,32,3290.0,4990.0,TOPS_BODYSUITS|KNITWEAR,4.1
1911,28,3290.0,5990.0,SKIRTS|JEANS,4.1
1912,46,2290.0,3790.0,BLAZERS,4.0
1913,34,2290.0,4990.0,ACCESSORIES_JEWELLERY|CO-ORD SETS,4.1
1914,31,3290.0,4990.0,SKIRTS|WORKWEARNEW,4.2
1915,54,3290.0,4990.0,ACCESSORIES_JEWELLERY,4.5
1916,53,4990.0,6490.0,WORKWEARNEW|BLAZERS|TOPS_BODYSUITS,3.7
1917,47,2290.0,5590.0,DRESSES_JUMPSUITS,4.4
1918,35,4990.0,7990.0,TROUSERS|BAGS,3.7
1919,30,2990.0,3990.0,ACCESSORIES_JEWELLERY,4.7
1920,42,2590.0,3990.0,JEANS|SKIRTS,3.5
1921,44,4990.0,6490.0,JEANS|CO-ORD SETS,4.2
1922,37,1890.0,3990.0,BEAUTY,3.9
1923,49,3290.0,4990.0,SKIRTS|PERFUMESNEW|LOUNGEWEARNEW,3.6
1924,19,2590.0,4090.0,SPECIAL PRICES,4.6
1925,39,2990.0,3990.0,DRESSES_JUMPSUITS|SHOES,4.3
1926,28,3290.0,4990.0,LOUNGEWEARNEW|SHOES,4.7
1927,51,2290.0,4990.0,BASICS,3.7
1928,34,1990.0,3990.0,T-SHIRTS_SWEATSHIRTS,4.6
1929,42,5990.0,6990.0,LOUNGEWEARNEW|DRESSES_JUMPSUITS,4.5
1930,19,4990.0,6490.0,ACCESSORIES_JEWELLERY,3.5
1931,44,2590.0,3290.0,T-SHIRTS_SWEATSHIRTS|BASICS,3.5
1932,51,3290.0,4790.0,TOPS_BODYSUITS,3.9
1933,45,3990.0,4990.0,BLAZERS|BEAUTY|T-SHIRTS_SWEATSHIRTS,4.5
1934,52,2590.0,3990.0,CO-ORD SETS,4.1
1935,49,2290.0,6990.0,PERFUMESNEW|BLAZERS,3.5
1936,52,3290.0,4990.0,JACKETS,4.0
1937,39,2590.0,5990.0,BASICS|KNITWEAR|DRESSES_JUMPSUITS,3.9
1938,23,3990.0,9590.0,TROUSERS,3.9
1939,28,1990.0,5990.0,DRESSES_JUMPSUITS|ACCESSORIES_JEWELLERY,4.0
1940,52,2290.0,2990.0,JEANS|LOUNGEWEARNEW|SHOES,4.4
1941,55,3290.0,4990.0,JACKETS|WAISTCOATS_GILETS,3.5
1942,36,1890.0,4990.0,TROUSERS|TOPS_BODYSUITS,4.4
1943,31,790.0,2590.0,JEANS,4.2
1944,30,2890.0,3990.0,BASICS|JACKETS,4.3
1945,49,890.0,3990.0,BLAZERS|SPECIAL PRICES,4.3
1946,35,2890.0,4990.0,WAISTCOATS_GILETS,3.9
1947,18,1890.0,4990.0,TROUSERS,3.6
1948,38,990.0,4990.0,SHOES,4.0
1949,26,3290.0,5590.0,PERFUMESNEW|ACCESSORIES_JEWELLERY,3.8
1950,39,5990.0,7490.0,LOUNGEWEARNEW|T-SHIRTS_SWEATSHIRTS,4.7
1951,36,3290.0,3990.0,WORKWEARNEW,4.4
1952,35,2590.0,4990.0,SPECIAL PRICES|TROUSERS,4.5
1953,31,1590.0,3290.0,SHORTS_SKORTS,4.1
1954,23,2990.0,4490.0,KNITWEAR|BAGS,4.2
1955,54,2590.0,3990.0,T-SHIRTS_SWEATSHIRTS|TOPS_BODYSUITS,4.5
1956,54,2590.0,5990.0,BEAUTY,3.8
1957,21,1590.0,2990.0,DRESSES_JUMPSUITS|JEANS,4.4
1958,18,1890.0,3390.0,BASICS,4.3
1959,23,2590.0,3990.0,T-SHIRTS_SWEATSHIRTS|SHOES,4.0
1960,45,2590.0,3290.0,SHORTS_SKORTS|BLAZERS|BAGS,3.8
1961,31,1290.0,5990.0,JEANS|BAGS,3.9
1962,52,1990.0,3290.0,BLAZERS|WORKWEARNEW,4.1
1963,33,3290.0,4990.0,DRESSES_JUMPSUITS,3.9
1964,33,4990.0,6490.0,WORKWEARNEW|ACCESSORIES_JEWELLERY|SHORTS_SKORTS,4.2
1965,29,3990.0,4990.0,TROUSERS,3.7
1966,52,2590.0,5590.0,ACCESSORIES_JEWELLERY|JEANS,4.7
1967,19,2890.0,4990.0,ACCESSORIES_JEWELLERY|LOUNGEWEARNEW,4.0
1968,55,4990.0,5990.0,SHOES,4.4
1969,43,2890.0,4390.0,T-SHIRTS_SWEATSHIRTS|KNITWEAR|SKIRTS,4.1
1970,27,3290.0,4790.0,WAISTCOATS_GILETS,4.1
1971,27,2590.0,3290.0,JEANS,3.9
1972,34,3290.0,3990.0,KNITWEAR|BEAUTY,3.9
1973,41,2590.0,4990.0,T-SHIRTS_SWEATSHIRTS,4.0
1974,53,990.0,3990.0,CO-ORD SETS,4.0
1975,18,4590.0,6090.0,KNITWEAR,4.4
1976,55,2290.0,4990.0,TROUSERS|WAISTCOATS_GILETS|ACCESSORIES_JEWELLERY,3.9
1977,19,2590.0,4990.0,ACCESSORIES_JEWELLERY,4.5
1978,20,2290.0,4990.0,SPECIAL PRICES|ACCESSORIES_JEWELLERY|T-SHIRTS_SWEATSHIRTS,4.5
1979,29,2590.0,3290.0,SPECIAL PRICES|WAISTCOATS_GILETS,3.9
1980,29,1990.0,3290.0,BASICS|T-SHIRTS_SWEATSHIRTS,4.1
1981,32,3290.0,4990.0,SPECIAL PRICES,4.2
1982,49,3290.0,4790.0,JEANS|TROUSERS,3.8
1983,47,1890.0,3290.0,SHIRTS,4.5
1984,52,4990.0,5990.0,JACKETS,4.0
1985,22,2990.0,5590.0,JEANS,4.3
1986,50,5990.0,7590.0,BEAUTY|JACKETS|WORKWEARNEW,4.6
1987,41,2290.0,8990.0,CO-ORD SETS|BAGS|SKIRTS,4.2
1988,19,2990.0,3990.0,SHORTS_SKORTS,3.9
1989,24,3290.0,4790.0,TROUSERS|PERFUMESNEW|CO-ORD SETS,4.1
1990,39,3290.0,4790.0,SHOES,4.0
1991,50,4990.0,5990.0,WAISTCOATS_GILETS,4.3
1992,32,2290.0,2990.0,BLAZERS,3.6
1993,31,2290.0,3290.0,SHOES|PERFUMESNEW|BASICS,3.8
1994,50,3990.0,4990.0,KNITWEAR|ACCESSORIES_JEWELLERY,4.6
1995,26,2590.0,4090.0,WAISTCOATS_GILETS,4.2
1996,24,3290.0,3990.0,WAISTCOATS_GILETS,4.6
1997,46,890.0,2590.0,JACKETS|SPECIAL PRICES|WAISTCOATS_GILETS,3.8
1998,35,2990.0,4490.0,JACKETS,4.1
1999,40,1590.0,4990.0,WAISTCOATS_GILETS|BAGS,4.2
2000,41,990.0,17990.0,WORKWEARNEW,4.3
2001,39,990.0,2990.0,JEANS|KNITWEAR,3.9
2002,49,1990.0,3490.0,TOPS_BODYSUITS,3.7
2003,49,3290.0,3990.0,SHIRTS|ACCESSORIES_JEWELLERY,4.3
2004,37,2590.0,3290.0,BAGS,3.9
2005,55,3990.0,5990.0,SKIRTS|CO-ORD SETS,4.3
2006,34,2290.0,5990.0,SPECIAL PRICES|BAGS,4.3
2007,44,4990.0,8590.0,SPECIAL PRICES|ACCESSORIES_JEWELLERY,4.5
2008,21,1990.0,3290.0,SPECIAL PRICES|ACCESSORIES_JEWELLERY,4.3
2009,24,2290.0,3290.0,TOPS_BODYSUITS|SHIRTS|LOUNGEWEARNEW,3.9
2010,33,2990.0,5990.0,TOPS_BODYSUITS,4.1
2011,49,1590.0,4990.0,ACCESSORIES_JEWELLERY|SPECIAL PRICES|LOUNGEWEARNEW,3.8
2012,50,3290.0,4990.0,JACKETS,4.2
2013,43,3290.0,5990.0,BEAUTY,4.2
2014,43,2990.0,4490.0,SPECIAL PRICES|ACCESSORIES_JEWELLERY|WORKWEARNEW,4.1
2015,36,1990.0,3990.0,SKIRTS|SPECIAL PRICES,3.7
2016,31,4990.0,6490.0,TOPS_BODYSUITS|SHORTS_SKORTS,3.8
2017,45,3990.0,5590.0,KNITWEAR|T-SHIRTS_SWEATSHIRTS|TOPS_BODYSUITS,4.1
2018,25,1890.0,5990.0,WAISTCOATS_GILETS|LOUNGEWEARNEW|BAGS,4.2
2019,44,2990.0,4490.0,BEAUTY|PERFUMESNEW,4.5
2020,35,690.0,2590.0,SKIRTS|BLAZERS,4.4
2021,37,2890.0,4390.0,TOPS_BODYSUITS|DRESSES_JUMPSUITS,3.7
2022,29,3290.0,5990.0,BEAUTY|WAISTCOATS_GILETS,4.4
2023,38,2990.0,4490.0,BEAUTY,3.8
2024,27,2990.0,5990.0,BLAZERS,4.5
2025,25,1090.0,4990.0,PERFUMESNEW|BAGS,3.7
2026,18,2290.0,2990.0,WORKWEARNEW|JEANS,3.8
2027,26,3290.0,3990.0,JEANS,3.7
2028,43,2990.0,4490.0,TROUSERS|SHIRTS,3.6
2029,31,2290.0,3790.0,T-SHIRTS_SWEATSHIRTS,4.7
2030,45,2590.0,3290.0,TOPS_BODYSUITS|SPECIAL PRICES,4.7
2031,42,3290.0,5990.0,WAISTCOATS_GILETS,4.4
2032,37,2890.0,4390.0,WORKWEARNEW,4.6
2033,40,2590.0,4090.0,JEANS|SHIRTS|KNITWEAR,3.6
2034,22,1990.0,3290.0,T-SHIRTS_SWEATSHIRTS,4.7
2035,42,3290.0,3990.0,KNITWEAR,4.3
2036,41,2590.0,4990.0,WAISTCOATS_GILETS,4.2
2037,20,2290.0,7990.0,LOUNGEWEARNEW,4.2
2038,48,2290.0,3790.0,BASICS,3.7
2039,23,2990.0,4490.0,JEANS|SPECIAL PRICES|TOPS_BODYSUITS,4.6
2040,21,2990.0,3990.0,T-SHIRTS_SWEATSHIRTS|ACCESSORIES_JEWELLERY,4.2
2041,27,4990.0,5990.0,ACCESSORIES_JEWELLERY|BAGS,4.1
2042,52,3290.0,4990.0,WORKWEARNEW|LOUNGEWEARNEW,3.9
2043,55,2590.0,3290.0,BLAZERS|CO-ORD SETS|WORKWEARNEW,4.6
2044,40,990.0,4990.0,LOUNGEWEARNEW,3.8
2045,23,1990.0,3290.0,SKIRTS|TOPS_BODYSUITS,4.6
2046,21,990.0,5990.0,BEAUTY,3.7
2047,42,3290.0,11990.0,SKIRTS,4.1
2048,20,2290.0,3290.0,SHORTS_SKORTS|SHOES,4.3
2049,48,2590.0,3290.0,SHIRTS|WAISTCOATS_GILETS,3.6
2050,33,3290.0,4990.0,BASICS|SHOES,4.4
2051,23,790.0,1990.0,BAGS,4.3
2052,45,3290.0,4790.0,SHOES,3.6
2053,48,1990.0,2990.0,PERFUMESNEW,4.5
2054,47,690.0,2290.0,BLAZERS,3.7
2055,42,2290.0,4990.0,BASICS|KNITWEAR,4.1
2056,45,3290.0,3990.0,BLAZERS|BEAUTY,4.1
2057,32,2990.0,7590.0,BLAZERS|SKIRTS,3.7
2058,31,5590.0,7090.0,JEANS|BEAUTY|LOUNGEWEARNEW,4.6
2059,19,3290.0,5990.0,SHOES|TOPS_BODYSUITS,4.0
2060,40,2890.0,5990.0,SKIRTS,4.4
2061,54,4990.0,6490.0,SPECIAL PRICES,4.4
2062,31,1590.0,4990.0,BEAUTY|SKIRTS,4.6
2063,26,2990.0,4990.0,WAISTCOATS_GILETS|T-SHIRTS_SWEATSHIRTS,3.9
2064,48,2990.0,4490.0,DRESSES_JUMPSUITS|ACCESSORIES_JEWELLERY,4.2
2065,23,2990.0,3990.0,TOPS_BODYSUITS,4.6
2066,36,3290.0,4790.0,TROUSERS,4.0
2067,50,1590.0,4990.0,WORKWEARNEW|BLAZERS,4.5
2068,50,1590.0,4990.0,PERFUMESNEW,4.5
2069,53,1890.0,6990.0,LOUNGEWEARNEW,4.0
2070,28,950.0,3290.0,JACKETS,4.5
2071,54,2290.0,3290.0,TOPS_BODYSUITS,4.7
2072,53,3290.0,4990.0,TOPS_BODYSUITS|SHIRTS|SPECIAL PRICES,4.1
2073,40,2290.0,4990.0,SHIRTS,4.3
2074,39,2590.0,4990.0,BASICS,3.5
2075,50,3290.0,3990.0,SHOES|DRESSES_JUMPSUITS|TOPS_BODYSUITS,4.5
2076,35,1890.0,4990.0,ACCESSORIES_JEWELLERY,3.7
2077,32,2990.0,3990.0,SHORTS_SKORTS|BAGS,4.1
2078,26,3990.0,4990.0,BAGS,3.6
2079,28,2590.0,4090.0,BLAZERS,3.9
2080,53,1890.0,2890.0,KNITWEAR,4.4
2081,50,3290.0,4990.0,SHIRTS|T-SHIRTS_SWEATSHIRTS,4.5
2082,28,2990.0,4990.0,SHORTS_SKORTS,3.6
2083,55,2590.0,4990.0,ACCESSORIES_JEWELLERY|BAGS,4.1
2084,48,1790.0,2990.0,DRESSES_JUMPSUITS,3.8
2085,53,1990.0,4990.0,JACKETS,3.9
2086,24,1890.0,3990.0,T-SHIRTS_SWEATSHIRTS,3.6
2087,41,3290.0,4990.0,ACCESSORIES_JEWELLERY|SHOES,4.3
2088,42,690.0,2290.0,JEANS|KNITWEAR,4.5
2089,49,1990.0,4990.0,CO-ORD SETS|SHORTS_SKORTS,3.7
2090,40,490.0,1590.0,JEANS|WAISTCOATS_GILETS|TOPS_BODYSUITS,4.0
2091,27,3290.0,4990.0,BAGS|PERFUMESNEW,4.6
2092,29,2590.0,5990.0,ACCESSORIES_JEWELLERY,4.0
2093,44,3290.0,4990.0,WAISTCOATS_GILETS|CO-ORD SETS,3.6
2094,45,2590.0,3990.0,SHIRTS,4.2
2095,42,1890.0,3990.0,BASICS|BEAUTY,4.3
2096,43,2290.0,4990.0,JEANS|BEAUTY,3.8
2097,32,1590.0,2590.0,SHORTS_SKORTS|BAGS,3.8
2098,19,1590.0,2990.0,BLAZERS|TOPS_BODYSUITS|SHIRTS,3.7
2099,20,3990.0,5990.0,ACCESSORIES_JEWELLERY|SPECIAL PRICES,4.0
2100,44,1990.0,3290.0,PERFUMESNEW,4.4
2101,44,3290.0,5990.0,BLAZERS,3.6
2102,29,3290.0,4790.0,JACKETS,4.0
2103,24,3990.0,4990.0,BAGS|SHOES,3.5
2104,51,3990.0,5490.0,SHOES,4.5
2105,19,3290.0,8590.0,SKIRTS|SHORTS_SKORTS|PERFUMESNEW,4.6
2106,48,2990.0,3990.0,T-SHIRTS_SWEATSHIRTS|LOUNGEWEARNEW,3.8
2107,18,2990.0,4490.0,SKIRTS|WAISTCOATS_GILETS,3.7
2108,40,2990.0,5990.0,BAGS|TOPS_BODYSUITS,3.8
2109,25,3290.0,4790.0,WORKWEARNEW,4.2
2110,19,2290.0,17990.0,JEANS|LOUNGEWEARNEW,3.8
2111,22,5990.0,7490.0,SHIRTS|JACKETS,3.6
2112,37,1890.0,3290.0,SHOES|CO-ORD SETS,3.7
2113,20,2990.0,4990.0,BAGS|DRESSES_JUMPSUITS,4.0
2114,24,2290.0,2990.0,DRESSES_JUMPSUITS,4.6
2115,42,2590.0,3290.0,WAISTCOATS_GILETS,3.8
2116,49,3290.0,3990.0,JACKETS,4.5
2117,27,2590.0,3290.0,DRESSES_JUMPSUITS,3.6
2118,50,990.0,2990.0,JACKETS|KNITWEAR,4.4
2119,39,2590.0,7590.0,ACCESSORIES_JEWELLERY|SPECIAL PRICES,4.1
2120,38,490.0,4990.0,SHORTS_SKORTS,4.5
2121,52,2990.0,5990.0,T-SHIRTS_SWEATSHIRTS|WAISTCOATS_GILETS,3.8
2122,37,1990.0,4990.0,SHOES,4.2
2123,30,2290.0,3790.0,ACCESSORIES_JEWELLERY|SHIRTS,4.5
2124,51,2590.0,4090.0,SHIRTS,3.8
2125,39,3290.0,4990.0,LOUNGEWEARNEW,4.0
2126,25,690.0,4990.0,T-SHIRTS_SWEATSHIRTS,4.1
2127,54,2590.0,8590.0,ACCESSORIES_JEWELLERY|SKIRTS,4.3
2128,37,4990.0,9990.0,BLAZERS,3.6
2129,51,3290.0,4990.0,LOUNGEWEARNEW|JEANS,3.8
2130,47,3290.0,4990.0,ACCESSORIES_JEWELLERY,4.3
2131,29,3290.0,5590.0,BLAZERS|SPECIAL PRICES|SHIRTS,3.5
2132,38,2590.0,3990.0,CO-ORD SETS|SHOES,3.5
2133,36,2290.0,2990.0,TOPS_BODYSUITS|DRESSES_JUMPSUITS|T-SHIRTS_SWEATSHIRTS,4.4
2134,30,4990.0,5590.0,BAGS,4.1
2135,18,1990.0,2990.0,BEAUTY|PERFUMESNEW,3.5
2136,24,2590.0,5990.0,SHORTS_SKORTS,4.1
2137,30,1990.0,3290.0,SHORTS_SKORTS|BASICS,4.3
2138,49,2890.0,3990.0,PERFUMESNEW,3.6
2139,18,3290.0,4790.0,KNITWEAR,4.7
2140,49,1290.0,2590.0,WAISTCOATS_GILETS|SHOES,4.5
2141,29,2590.0,4990.0,SHIRTS,3.9
2142,31,3290.0,4990.0,LOUNGEWEARNEW,4.0
2143,32,2590.0,5990.0,SPECIAL PRICES,4.1
2144,19,1990.0,5990.0,BLAZERS|SKIRTS,3.9
2145,55,4990.0,6490.0,JEANS,3.7
2146,37,2890.0,4390.0,KNITWEAR,3.6
2147,21,2590.0,4090.0,JACKETS,4.3
2148,24,2590.0,4090.0,LOUNGEWEARNEW|CO-ORD SETS,3.8
2149,26,990.0,5990.0,BAGS,3.7
2150,39,1890.0,3390.0,WAISTCOATS_GILETS|BEAUTY|TOPS_BODYSUITS,4.4
2151,53,2990.0,4990.0,TOPS_BODYSUITS|BASICS,4.6
2152,18,2290.0,3290.0,PERFUMESNEW|SHORTS_SKORTS,4.1
2153,35,2990.0,4490.0,SHORTS_SKORTS|JACKETS,4.3
2154,44,1590.0,3290.0,WORKWEARNEW,3.5
2155,33,2990.0,5990.0,JACKETS,4.5
2156,32,1990.0,3990.0,SHORTS_SKORTS,4.4
